order_id,review_score,full_review_text,clean_review
f4471dae8c482f51aa1826cd9f5d4433,1.0,Péssima compra  Recebi um produto velho,recebi um produto velho 
33a3edb84b9df4cb49546859b990ac6d,1.0,Empres não confiável  Minha opinião é que se comprei o produto ele tinha que ser entregue e não receber um notificação que seria dado como entregue o produto...então a empresa me devolva meu dinheiro!!,minha opinião é que se comprei o produto ele tinha que ser entregue e não receber um notificação que seria dado como entregue o produtoentão a empresa me devolva meu dinheiro
90349f264a3d6a2525a34598d09dda6b,5.0,"recomendo Muito bom, apenas uma não está funcionando.",muito bom apenas uma não está funcionando
90349f264a3d6a2525a34598d09dda6b,5.0,"recomendo Muito bom, apenas uma não está funcionando.",muito bom apenas uma não está funcionando
90349f264a3d6a2525a34598d09dda6b,5.0,"recomendo Muito bom, apenas uma não está funcionando.",muito bom apenas uma não está funcionando
90349f264a3d6a2525a34598d09dda6b,5.0,"recomendo Muito bom, apenas uma não está funcionando.",muito bom apenas uma não está funcionando
90349f264a3d6a2525a34598d09dda6b,5.0,"recomendo Muito bom, apenas uma não está funcionando.",muito bom apenas uma não está funcionando
90349f264a3d6a2525a34598d09dda6b,5.0,"recomendo Muito bom, apenas uma não está funcionando.",muito bom apenas uma não está funcionando
1d067305b599c1e0dceb3864056ea527,5.0,muito bom otimo,"muito bom otimo
"
cefa8ee1540139ac77fa0c1b4ff1f04b,5.0,"Excelente Rápido, claro e objetivo. Produto excelente. Recomendo!",rápido claro e objetivo produto excelente recomendo
b2bd1f09c1b8a4a36940f6f6e49d5dec,5.0,Chegou antes do prazo e embalado corretamente,chegou antes do prazo e embalado corretamente
e69e2290db6b2d3b7593a40112e1a82a,5.0,Super recomendo Excelente serviço e os produtos foram exatamente o que eu esperava.,excelente serviço e os produtos foram exatamente o que eu esperava
e69e2290db6b2d3b7593a40112e1a82a,5.0,Super recomendo Excelente serviço e os produtos foram exatamente o que eu esperava.,excelente serviço e os produtos foram exatamente o que eu esperava
1370fae9b19ee5e01a2d609eb18b7c8a,4.0,Ótimo produto,ótimo produto 
663830a477534735bbdec9de01113fa2,5.0,ok ok,ok
93ec3e2c9a4beee38c28973d307093e1,1.0,Faltou a FLANGE da cadeira que e considerada a peça mais importante.,faltou a flange da cadeira que e considerada a peça mais importante
5561adcb0fd46da4cad3048fa4e7fc00,5.0,Entrega muito rapida,entrega muito rapida 
6245ae0abd9de1ae647b5da78c0ea69b,3.0,Não chegou ainda,não chegou ainda
565923f847aad52e7638eb189cce3b51,5.0,"Entrega antes do prazo, e produto ótimo.",entrega antes do prazo e produto ótimo
36ebb4199031e72a1fa964549b88c377,5.0,Ótimo!!!,ótimo
780fe22baa36991bdbb1559f5b549596,5.0,"Solicitei a devolução do pedido!Devido a ter feito outra compra, mas tudo veio certinho no outro pedido!",solicitei a devolução do pedidodevido a ter feito outra compra mas tudo veio certinho no outro pedido
ba4ddff2b9082f079de9a84d7a5605fd,5.0,Eu recomendo um execelente de entregue muito rápido.,eu recomendo um execelente de entregue muito rápido 
775130c792f4c6460c63162e994a1114,5.0,ok,ok
b0928556a10706af462ca2ab2c91903b,5.0,10 otima,otima
5487a8ac1699754d975f853ce8bb9321,3.0,Um pézinho maior que o outros,um pézinho maior que o outros 
00571ded73b3c061925584feab0db425,5.0,"Gostei muito, sempre que precisar irei comprar.",gostei muito sempre que precisar irei comprar
00571ded73b3c061925584feab0db425,5.0,"Gostei muito, sempre que precisar irei comprar.",gostei muito sempre que precisar irei comprar
43d88b0e949865904334dd5b3ca63f50,4.0,Muito bom,muito bom 
5e99f3c445038a0709b2aea8e34ed593,4.0,Empresa Confiável,empresa confiável
f61b61c2cbb4192ccaf9c2c76a4cc971,3.0,"A embalagem do produto estava aberta e a caixa plástica da fonte estava rachada. Visivelmente o produto já havia sido utilizado. Mas de qualquer forma, funcionou perfeitamente.","a embalagem do produto estava aberta e a caixa plástica da fonte estava rachada visivelmente o produto já havia sido utilizado mas de qualquer forma funcionou perfeitamente
"
40001f4b6e1a35f0b99fc4f44078ab27,3.0,Estou tentando ver se os parceiros da stark continuem com seus compromissos aos seus clientes. E pontualidade,"estou tentando ver se os parceiros da stark continuem com seus compromissos aos seus clientes e pontualidade 
"
694630e7a7713c116a9b7f0ba3377382,5.0,Produto como descrito.,produto como descrito
c93e4c73cba512f76817291e0de8bec4,5.0,como sempre amaricanas é impecavel no atendimento na venda e na entrega,como sempre amaricanas é impecavel no atendimento na venda e na entrega
258f2e5dd769d9314b349f5650005dcc,5.0,Produto atendeu a expectativa,produto atendeu a expectativa
615ae1b88a25a4ac47fbf55c9c847b6e,1.0,Comprei um lençol queen mas as fronhas não vestem um travesseiro 70 x 50. São muito pequenas e estreitas!!! baratheon que sempre ofereceu produtos de qualidade deixou a desejar !!!,comprei um lençol queen mas as fronhas não vestem um travesseiro 70 x 50 são muito pequenas e estreitas baratheon que sempre ofereceu produtos de qualidade deixou a desejar 
a0d5b8474423ddf55228373b81a46272,5.0,Entrega antes do prazo e produto de ótima qualidade amei!!!,entrega antes do prazo e produto de ótima qualidade amei
cbec453ddd874ca620b8afc6393e3218,4.0,"Super recomendo, é exatamente como pensei, chegou com 9 dias antes. Parabéns baratheon.",super recomendo é exatamente como pensei chegou com 9 dias antes parabéns baratheon
1e8c81805b92ff169971231458670460,1.0,Ofertado/Pago lannister Não interessa se opera Market Place. A compra foi feita no site da lannister e pago para lannister. Se tiver que ajuizar vai ser contra lannister e lá faça o regresso contra o fornecedor.,não interessa se opera market place a compra foi feita no site da lannister e pago para lannister se tiver que ajuizar vai ser contra lannister e lá faça o regresso contra o fornecedor
1e8c81805b92ff169971231458670460,1.0,Ofertado/Pago lannister Não interessa se opera Market Place. A compra foi feita no site da lannister e pago para lannister. Se tiver que ajuizar vai ser contra lannister e lá faça o regresso contra o fornecedor.,não interessa se opera market place a compra foi feita no site da lannister e pago para lannister se tiver que ajuizar vai ser contra lannister e lá faça o regresso contra o fornecedor
1da00355018ed3e0fdd548cf3ddada99,5.0,Confiabilidade com informações corretas e prestezas nas entregas.,confiabilidade com informações corretas e prestezas nas entregas
f175d67589e059cbbda956f10f0702e6,5.0,"Produto de boa qualidade, chegou antes do prazo, vendedor extremamente atencioso.",produto de boa qualidade chegou antes do prazo vendedor extremamente atencioso
5ec8f4e8fe5ee3fd5460b244d0804f9e,5.0,entrega antes do prazo,entrega antes do prazo 
434d3eec8dd031c322077fb2452e53a0,5.0,Caneta tinteiro crown Satisfeito 100%; recebi bem antes do prazo estimado; só falta testá-lo (não acompanha o cartucho de tinta),satisfeito 100 recebi bem antes do prazo estimado só falta testálo não acompanha o cartucho de tinta
3ef7c7b43ae449415675a6c34720b78e,4.0,Ótimo produto  Gostei do que comprei e ficou muito legal na moto,gostei do que comprei e ficou muito legal na moto
4d95703047b8a80cf5796b7478900ec7,5.0,Bom atendimento,bom atendimento
4d95703047b8a80cf5796b7478900ec7,5.0,Bom atendimento,bom atendimento
d86359a45e3f6c6d8b35f7b13e41abf5,5.0,"otimo indico produto de alta qualidade, recebi antes do prazo combinado.",indico produto de alta qualidade recebi antes do prazo combinado
2d5cdc856665603f1580e3586bde89a5,5.0,Mais bonita do que eu esperava. O tecido é lindo e ficou linda na janela.,mais bonita do que eu esperava o tecido é lindo e ficou linda na janela 
b06112f703115e6d92f3baf4e2458a5a,5.0,"Entrega rápida e bem antes do previsto, estou bem satisfeita!",entrega rápida e bem antes do previsto estou bem satisfeita
b06112f703115e6d92f3baf4e2458a5a,5.0,"Entrega rápida e bem antes do previsto, estou bem satisfeita!",entrega rápida e bem antes do previsto estou bem satisfeita
45ac1d4b219993bf334080eac1585166,5.0,o produto veio no prazo .. veio super rápido ADOREI. RECOMENDO,o produto veio no prazo  veio super rápido adorei recomendo
c228d309379c3ae545cc6ca2d5aae1b2,5.0,"Veio muito rápido, obrigado!!",veio muito rápido obrigado
f419e615bbdeb34741d4bdd661ff8599,5.0,"Recomendo Recomendo, compra segura entrega correta.",recomendo compra segura entrega correta
86e574a0701d15590bf31783bc7de5dc,4.0,gostei muito do produto atendeu todas as minhas expectativas.,gostei muito do produto atendeu todas as minhas expectativas
fb9b2930f4a30f96c7cc98eaaa85e5f0,1.0,Comprei um KiT de 3 Almofadas Azul Mandala e recebi um outro com almofadas diferentes (inclusive as cores) Nâo sei lidar com INCOMPETÊNCIA!!!!,comprei um kit de 3 almofadas azul mandala e recebi um outro com almofadas diferentes inclusive as cores nâo sei lidar com incompetência
8e24261a7e58791d10cb1bf9da94df5c,1.0,Anunciam um produto que não tem em estoque e ainda não cancelaram a compra no meu cartão!,anunciam um produto que não tem em estoque e ainda não cancelaram a compra no meu cartão
02aec12849744e266394182861265286,5.0,Estou muito satisfeita,estou muito satisfeita 
6bb1e842418aac0c9c820afd3bb63a2d,4.0,Prático!,prático
c4d2f075fc3bf3a06d1e68e113c35cbd,2.0,"Não é a melhor marca tenho outro sling de outra marca com tecido muito mais macio, maleável e agradável",tenho outro sling de outra marca com tecido muito mais macio maleável e agradável
52e5445828db681d83dccb33a15ecac4,3.0,O prazo para entrega é muito longo.,o prazo para entrega é muito longo
9f882c1f904b7dd156572ada58d7a7ae,5.0,Gostei doproduto comprado obrigado.,gostei doproduto comprado obrigado
c0aa0e99afe6f6dac845326a854690fd,3.0,"então,mesmo o produto sendo entregue no prazo,ele ainda teve uma demora de quase 15 dias",entãomesmo o produto sendo entregue no prazoele ainda teve uma demora de quase 15 dias
c26b94aa87e95d1c1eb1b592f43eb223,5.0,atendimento ótimo em todos os sentido,atendimento ótimo em todos os sentido
c26b94aa87e95d1c1eb1b592f43eb223,5.0,atendimento ótimo em todos os sentido,atendimento ótimo em todos os sentido
3b4ad687e7e5190db827e1ae5a8989dd,1.0,"Comprei um produto e não entregaram. 
Pedi o cancelado do produto.","comprei um produto e não entregaram 
pedi o cancelado do produto"
4570fa83dbb31a563e06db0a554b951e,5.0,comprei vei certinho esse pedido mas umas banquetas que comprei antes desse pedido agora não chegou falaram que entregou mas eu n recebi comprei antes desse pedido e nao chegou,comprei vei certinho esse pedido mas umas banquetas que comprei antes desse pedido agora não chegou falaram que entregou mas eu n recebi comprei antes desse pedido e nao chegou
04040ee654b248cdc512a68ecc83e4cc,4.0,Entrega super rápida. Produto é bom.,entrega super rápida produto é bom 
0b584b729bdfec204ec2aa5d21d6ca56,4.0,sim,sim
343076b69aa1f03ee4beb49cf6baee58,4.0,Lindo o kit. Entrega rápida. RECOMENDO,lindo o kit entrega rápida recomendo 
b68d69564a79dea4776afa33d1d2fcab,1.0,Não chegou.,não chegou
f04bfdbef5359607d39e66fccc9cc0de,1.0,targaryen não entregou os produtos completos. No dois itens comprados veio faltando unidades.,targaryen não entregou os produtos completos no dois itens comprados veio faltando unidades
f04bfdbef5359607d39e66fccc9cc0de,1.0,targaryen não entregou os produtos completos. No dois itens comprados veio faltando unidades.,targaryen não entregou os produtos completos no dois itens comprados veio faltando unidades
f04bfdbef5359607d39e66fccc9cc0de,1.0,targaryen não entregou os produtos completos. No dois itens comprados veio faltando unidades.,targaryen não entregou os produtos completos no dois itens comprados veio faltando unidades
f04bfdbef5359607d39e66fccc9cc0de,1.0,targaryen não entregou os produtos completos. No dois itens comprados veio faltando unidades.,targaryen não entregou os produtos completos no dois itens comprados veio faltando unidades
bbd64b019b5ea3ed83a114cc665328ff,5.0,Entrega super rápida!!!,entrega super rápida
2b72a32a2c3e93fa260ca7655073886f,5.0,"Super recomendo! Ótimo produto, veio perfeitamente embalado, atende todas necessidades que precisávamos. Loja muito atenciosa.",ótimo produto veio perfeitamente embalado atende todas necessidades que precisávamos loja muito atenciosa
f373335aac9a659de916f7170b8bc07a,2.0,não recebi o produto consta que o mesmo voltou para o remetente. como faço para que possa reviar-lo?,não recebi o produto consta que o mesmo voltou para o remetente como faço para que possa reviarlo
a7076e7aba13de8b66d95a55811290ed,4.0,"recomendo nada tenho a declara, um abraço",nada tenho a declara um abraço
6f5a2dbe5ccce73a9d053a542baabd1c,1.0,"PRODUTO COM DEFEITO Preciso alizar a troca do produto que está com defeito e não consigo registrar a solicitação no SITE. No item ""TROCAS E DEVOLUÇÕES"" sempre informa que está com problema de comunicação.
Aguardo retorn","preciso alizar a troca do produto que está com defeito e não consigo registrar a solicitação no site no item trocas e devoluções sempre informa que está com problema de comunicação
aguardo retorn"
6f5a2dbe5ccce73a9d053a542baabd1c,1.0,"PRODUTO COM DEFEITO Preciso alizar a troca do produto que está com defeito e não consigo registrar a solicitação no SITE. No item ""TROCAS E DEVOLUÇÕES"" sempre informa que está com problema de comunicação.
Aguardo retorn","preciso alizar a troca do produto que está com defeito e não consigo registrar a solicitação no site no item trocas e devoluções sempre informa que está com problema de comunicação
aguardo retorn"
d65c179a817be22977e263fbc1a4fef4,5.0,Parabéns produto muito bom 👍,parabéns produto muito bom 
727412faf7aef5ef3c7e0f03350d80c7,5.0,O produto atendeu com as minhas espectativas,o produto atendeu com as minhas espectativas
0438fc3e115633e11a93c878a1591016,5.0,muito bom chegou antes do prazo determinado pela loja.,chegou antes do prazo determinado pela loja 
65f78a0e1f8b80c4f6d8d5c6073b8601,5.0,Otimo produto. Igual a foto.,otimo produto igual a foto
b52d29abb97a3978df1d8922bfe36fbe,5.0,Recomendo  Produto chegou no prazo e correto,produto chegou no prazo e correto 
b52d29abb97a3978df1d8922bfe36fbe,5.0,Recomendo  Produto chegou no prazo e correto,produto chegou no prazo e correto 
0341b60065c49221a27293793f11b117,5.0,"Excelente Foi excelente por estar dentro do periodo
Definido","foi excelente por estar dentro do periodo
definido"
25ebb07a1069a75d3cb9baf0a94f22d0,5.0,recomendo entrega 14 dias antes do prazo estabelecido,entrega 14 dias antes do prazo estabelecido
43488f856ed3fa3e7d3f8228755d383b,5.0,Produto de excelente qualidade,produto de excelente qualidade
6f6665c1d76e55561978ccb45bdcafc6,3.0,"Produto extremamente pequeno e leve, mas que teve um frete muito caro e cada unidade foi enviada em uma pacote separado (para justificar o frete, talvez)",produto extremamente pequeno e leve mas que teve um frete muito caro e cada unidade foi enviada em uma pacote separado para justificar o frete talvez
6f6665c1d76e55561978ccb45bdcafc6,3.0,"Produto extremamente pequeno e leve, mas que teve um frete muito caro e cada unidade foi enviada em uma pacote separado (para justificar o frete, talvez)",produto extremamente pequeno e leve mas que teve um frete muito caro e cada unidade foi enviada em uma pacote separado para justificar o frete talvez
6f6665c1d76e55561978ccb45bdcafc6,3.0,"Produto extremamente pequeno e leve, mas que teve um frete muito caro e cada unidade foi enviada em uma pacote separado (para justificar o frete, talvez)",produto extremamente pequeno e leve mas que teve um frete muito caro e cada unidade foi enviada em uma pacote separado para justificar o frete talvez
db5fdbee9ab29d55f24c329246e6fe51,1.0,"Me entregaram faltando um pote, insatisfação",me entregaram faltando um pote insatisfação
